Time (s),Load (lbf),Machine Extension (in),Extension (in)
3.269,0.021766,0.052977,0.052977
3.270,0.021768,0.052994,0.052994
3.271,0.021770,0.053010,0.053010
3.272,0.021772,0.053027,0.053027
3.273,0.021774,0.053043,0.053043
3.274,0.021777,0.053060,0.053060
3.275,0.021779,0.053076,0.053076
3.276,0.021781,0.053093,0.053093
3.277,0.021783,0.053110,0.053110
3.278,0.021785,0.053126,0.053126
3.279,0.021787,0.053143,0.053143
3.280,0.021789,0.053159,0.053159
3.281,0.021792,0.053176,0.053176
3.282,0.021794,0.053193,0.053193
3.283,0.021796,0.053209,0.053209
3.284,0.021798,0.053226,0.053226
3.285,0.021800,0.053242,0.053242
3.286,0.021802,0.053259,0.053259
3.287,0.021804,0.053275,0.053275
3.288,0.021807,0.053292,0.053292
3.289,0.021809,0.053309,0.053309
3.290,0.021811,0.053325,0.053325
3.291,0.021813,0.053342,0.053342
3.292,0.021815,0.053358,0.053358
3.293,0.021817,0.053375,0.053375
3.294,0.021819,0.053391,0.053391
3.295,0.021822,0.053408,0.053408
3.296,0.021824,0.053425,0.053425
3.297,0.021826,0.053441,0.053441
3.298,0.021828,0.053458,0.053458
3.299,0.021830,0.053474,0.053474
3.300,0.021832,0.053491,0.053491
3.301,0.021834,0.053507,0.053507
3.302,0.021837,0.053524,0.053524
3.303,0.021839,0.053541,0.053541
3.304,0.021841,0.053557,0.053557
3.305,0.021843,0.053574,0.053574
3.306,0.021845,0.053590,0.053590
3.307,0.021847,0.053607,0.053607
3.308,0.021849,0.053623,0.053623
3.309,0.021851,0.053640,0.053640
3.310,0.021854,0.053657,0.053657
3.311,0.021856,0.053673,0.053673
3.312,0.021858,0.053690,0.053690
3.313,0.021860,0.053706,0.053706
3.314,0.021862,0.053723,0.053723
3.315,0.021864,0.053740,0.053740
3.316,0.021866,0.053756,0.053756
3.317,0.021869,0.053773,0.053773
3.318,0.021871,0.053789,0.053789
3.319,0.021873,0.053806,0.053806
3.320,0.021875,0.053822,0.053822
3.321,0.021877,0.053839,0.053839
3.322,0.021879,0.053856,0.053856
3.323,0.021881,0.053872,0.053872
3.324,0.021884,0.053889,0.053889
3.325,0.021886,0.053905,0.053905
3.326,0.021888,0.053922,0.053922
3.327,0.021890,0.053938,0.053938
3.328,0.021892,0.053955,0.053955
3.329,0.021894,0.053972,0.053972
3.330,0.021896,0.053988,0.053988
3.331,0.021899,0.054005,0.054005
3.332,0.021901,0.054021,0.054021
3.333,0.021903,0.054038,0.054038
3.334,0.021905,0.054054,0.054054
3.335,0.021907,0.054071,0.054071
3.336,0.021909,0.054088,0.054088
3.337,0.021911,0.054104,0.054104
3.338,0.021914,0.054121,0.054121
3.339,0.021916,0.054137,0.054137
3.340,0.021918,0.054154,0.054154
3.341,0.021920,0.054171,0.054171
3.342,0.021922,0.054187,0.054187
3.343,0.021924,0.054204,0.054204
3.344,0.021926,0.054220,0.054220
3.345,0.021929,0.054237,0.054237
3.346,0.021931,0.054253,0.054253
3.347,0.021933,0.054270,0.054270
3.347,0.021935,0.054287,0.054287
3.348,0.021937,0.054303,0.054303
3.349,0.021939,0.054320,0.054320
3.350,0.021941,0.054336,0.054336
3.351,0.021944,0.054353,0.054353
3.352,0.021946,0.054369,0.054369
3.353,0.021948,0.054386,0.054386
3.354,0.021950,0.054403,0.054403
3.355,0.021952,0.054419,0.054419
3.356,0.021954,0.054436,0.054436
3.357,0.021956,0.054452,0.054452
3.358,0.021958,0.054469,0.054469
3.359,0.021961,0.054485,0.054485
3.360,0.021963,0.054502,0.054502
3.361,0.021965,0.054519,0.054519
3.362,0.021967,0.054535,0.054535
3.363,0.021969,0.054552,0.054552
3.364,0.021971,0.054568,0.054568
3.365,0.021973,0.054585,0.054585
3.366,0.021976,0.054602,0.054602
3.367,0.021978,0.054618,0.054618
3.368,0.021980,0.054635,0.054635
3.369,0.021982,0.054651,0.054651
3.370,0.021984,0.054668,0.054668
3.371,0.021986,0.054684,0.054684
3.372,0.021988,0.054701,0.054701
3.373,0.021991,0.054718,0.054718
3.374,0.021993,0.054734,0.054734
3.375,0.021995,0.054751,0.054751
3.376,0.021997,0.054767,0.054767
3.377,0.021999,0.054784,0.054784
3.378,0.022001,0.054800,0.054800
3.379,0.022003,0.054817,0.054817
3.380,0.022006,0.054834,0.054834
3.381,0.022008,0.054850,0.054850
3.382,0.022010,0.054867,0.054867
3.383,0.022012,0.054883,0.054883
3.384,0.022014,0.054900,0.054900
3.385,0.022016,0.054916,0.054916
3.386,0.022018,0.054933,0.054933
3.387,0.022021,0.054950,0.054950
3.388,0.022023,0.054966,0.054966
3.389,0.022025,0.054983,0.054983
3.390,0.022027,0.054999,0.054999
3.391,0.022029,0.055016,0.055016
3.392,0.022031,0.055032,0.055032
3.393,0.022033,0.055049,0.055049
3.394,0.022036,0.055066,0.055066
3.395,0.022038,0.055082,0.055082
3.396,0.022040,0.055099,0.055099
3.397,0.022042,0.055115,0.055115
3.398,0.022044,0.055132,0.055132
3.399,0.022046,0.055149,0.055149
3.400,0.022048,0.055165,0.055165
3.401,0.022050,0.055182,0.055182
3.402,0.022053,0.055198,0.055198
3.403,0.022055,0.055215,0.055215
3.404,0.022057,0.055231,0.055231
3.405,0.022059,0.055248,0.055248
3.406,0.022061,0.055265,0.055265
3.407,0.022063,0.055281,0.055281
3.408,0.022065,0.055298,0.055298
3.409,0.022068,0.055314,0.055314
3.410,0.022070,0.055331,0.055331
3.411,0.022072,0.055347,0.055347
3.412,0.022074,0.055364,0.055364
3.413,0.022076,0.055381,0.055381
3.414,0.022078,0.055397,0.055397
3.415,0.022080,0.055414,0.055414
3.416,0.022083,0.055430,0.055430
3.417,0.022085,0.055447,0.055447
3.418,0.022087,0.055463,0.055463
3.419,0.022089,0.055480,0.055480
3.420,0.022091,0.055497,0.055497
3.421,0.022093,0.055513,0.055513
3.422,0.022095,0.055530,0.055530
3.423,0.022098,0.055546,0.055546
3.424,0.022100,0.055563,0.055563
3.425,0.022102,0.055580,0.055580
3.426,0.022104,0.055596,0.055596
3.427,0.022106,0.055613,0.055613
3.428,0.022108,0.055629,0.055629
3.429,0.022110,0.055646,0.055646
3.430,0.022113,0.055662,0.055662
3.431,0.022115,0.055679,0.055679
3.432,0.022117,0.055696,0.055696
3.433,0.022119,0.055712,0.055712
3.434,0.022121,0.055729,0.055729
3.435,0.022123,0.055745,0.055745
3.436,0.022125,0.055762,0.055762
3.437,0.022128,0.055778,0.055778
3.438,0.022130,0.055795,0.055795
3.439,0.022132,0.055812,0.055812
3.440,0.022134,0.055828,0.055828
3.441,0.022136,0.055845,0.055845
3.442,0.022138,0.055861,0.055861
3.443,0.022140,0.055878,0.055878
3.444,0.022142,0.055894,0.055894
3.445,0.022145,0.055911,0.055911
3.446,0.022147,0.055928,0.055928
3.447,0.022149,0.055944,0.055944
3.448,0.022151,0.055961,0.055961
3.449,0.022153,0.055977,0.055977
3.450,0.022155,0.055994,0.055994
3.451,0.022157,0.056010,0.056010
3.452,0.022160,0.056027,0.056027
3.453,0.022162,0.056044,0.056044
3.454,0.022164,0.056060,0.056060
3.455,0.022166,0.056077,0.056077
3.456,0.022168,0.056093,0.056093
3.457,0.022170,0.056110,0.056110
3.458,0.022172,0.056127,0.056127
3.459,0.022175,0.056143,0.056143
3.460,0.022177,0.056160,0.056160
3.461,0.022179,0.056176,0.056176
3.462,0.022181,0.056193,0.056193
3.463,0.022183,0.056209,0.056209
3.464,0.022185,0.056226,0.056226
3.465,0.022187,0.056243,0.056243
3.466,0.022190,0.056259,0.056259
3.467,0.022192,0.056276,0.056276
3.468,0.022194,0.056292,0.056292
3.469,0.022196,0.056309,0.056309
3.470,0.022198,0.056325,0.056325
3.471,0.022200,0.056342,0.056342
3.472,0.022202,0.056359,0.056359
3.473,0.022205,0.056375,0.056375
3.474,0.022207,0.056392,0.056392
3.475,0.022209,0.056408,0.056408
3.476,0.022211,0.056425,0.056425
3.477,0.022213,0.056441,0.056441
3.478,0.022215,0.056458,0.056458
3.479,0.022217,0.056475,0.056475
3.480,0.022220,0.056491,0.056491
3.481,0.022222,0.056508,0.056508
3.482,0.022224,0.056524,0.056524
3.483,0.022226,0.056541,0.056541
3.484,0.022228,0.056558,0.056558
3.485,0.022230,0.056574,0.056574
3.486,0.022232,0.056591,0.056591
3.487,0.022234,0.056607,0.056607
3.488,0.022237,0.056624,0.056624
3.489,0.022239,0.056640,0.056640
3.490,0.022241,0.056657,0.056657
3.491,0.022243,0.056674,0.056674
3.492,0.022245,0.056690,0.056690
3.493,0.022247,0.056707,0.056707
3.494,0.022249,0.056723,0.056723
3.495,0.022252,0.056740,0.056740
3.496,0.022254,0.056756,0.056756
3.497,0.022256,0.056773,0.056773
3.498,0.022258,0.056790,0.056790
3.499,0.022260,0.056806,0.056806
3.500,0.022262,0.056823,0.056823
3.501,0.022264,0.056839,0.056839
3.502,0.022267,0.056856,0.056856
3.503,0.022269,0.056872,0.056872
3.504,0.022271,0.056889,0.056889
3.505,0.022273,0.056906,0.056906
3.506,0.022275,0.056922,0.056922
3.507,0.022277,0.056939,0.056939
3.508,0.022279,0.056955,0.056955
3.509,0.022282,0.056972,0.056972
3.510,0.022284,0.056988,0.056988
3.511,0.022286,0.057005,0.057005
3.512,0.022288,0.057022,0.057022
3.513,0.022290,0.057038,0.057038
3.514,0.022292,0.057055,0.057055
3.515,0.022294,0.057071,0.057071
3.516,0.022297,0.057088,0.057088
3.517,0.022299,0.057105,0.057105
3.518,0.022301,0.057121,0.057121
3.519,0.022303,0.057138,0.057138
3.520,0.022305,0.057154,0.057154
3.521,0.022307,0.057171,0.057171
3.522,0.022309,0.057187,0.057187
3.523,0.022312,0.057204,0.057204
3.524,0.022314,0.057221,0.057221
3.525,0.022316,0.057237,0.057237
3.526,0.022318,0.057254,0.057254
3.527,0.022320,0.057270,0.057270
3.528,0.022322,0.057287,0.057287
3.529,0.022324,0.057303,0.057303
3.530,0.022327,0.057320,0.057320
3.531,0.022329,0.057337,0.057337
3.532,0.022331,0.057353,0.057353
3.533,0.022333,0.057370,0.057370
3.534,0.022335,0.057386,0.057386
3.535,0.022337,0.057403,0.057403
3.536,0.022339,0.057419,0.057419
3.537,0.022341,0.057436,0.057436
3.538,0.022344,0.057453,0.057453
3.538,0.022346,0.057469,0.057469
3.539,0.022348,0.057486,0.057486
3.540,0.022350,0.057502,0.057502
3.541,0.022352,0.057519,0.057519
3.542,0.022354,0.057536,0.057536
3.543,0.022356,0.057552,0.057552
3.544,0.022359,0.057569,0.057569
3.545,0.022361,0.057585,0.057585
3.546,0.022363,0.057602,0.057602
3.547,0.022365,0.057618,0.057618
3.548,0.022367,0.057635,0.057635
3.549,0.022369,0.057652,0.057652
3.550,0.022371,0.057668,0.057668
3.551,0.022374,0.057685,0.057685
3.552,0.022376,0.057701,0.057701
3.553,0.022378,0.057718,0.057718
3.554,0.022380,0.057734,0.057734
3.555,0.022382,0.057751,0.057751
3.556,0.022384,0.057768,0.057768
3.557,0.022386,0.057784,0.057784
3.558,0.022389,0.057801,0.057801
3.559,0.022391,0.057817,0.057817
3.560,0.022393,0.057834,0.057834
3.561,0.022395,0.057850,0.057850
3.562,0.022397,0.057867,0.057867
3.563,0.022399,0.057884,0.057884
3.564,0.022401,0.057900,0.057900
3.565,0.022404,0.057917,0.057917
3.566,0.022406,0.057933,0.057933
3.567,0.022408,0.057950,0.057950
3.568,0.022410,0.057967,0.057967
3.569,0.022412,0.057983,0.057983
3.570,0.022414,0.058000,0.058000
3.571,0.022416,0.058016,0.058016
3.572,0.022419,0.058033,0.058033
3.573,0.022421,0.058049,0.058049
3.574,0.022423,0.058066,0.058066
3.575,0.022425,0.058083,0.058083
3.576,0.022427,0.058099,0.058099
3.577,0.022429,0.058116,0.058116
3.578,0.022431,0.058132,0.058132
3.579,0.022433,0.058149,0.058149
3.580,0.022436,0.058165,0.058165
3.581,0.022438,0.058182,0.058182
3.582,0.022440,0.058199,0.058199
3.583,0.022442,0.058215,0.058215
3.584,0.022444,0.058232,0.058232
3.585,0.022446,0.058248,0.058248
3.586,0.022448,0.058265,0.058265
3.587,0.022451,0.058281,0.058281
3.588,0.022453,0.058298,0.058298
3.589,0.022455,0.058315,0.058315
3.590,0.022457,0.058331,0.058331
3.591,0.022459,0.058348,0.058348
3.592,0.022461,0.058364,0.058364
3.593,0.022463,0.058381,0.058381
3.594,0.022466,0.058397,0.058397
3.595,0.022468,0.058414,0.058414
3.596,0.022470,0.058431,0.058431
3.597,0.022472,0.058447,0.058447
3.598,0.022474,0.058464,0.058464
3.599,0.022476,0.058480,0.058480
3.600,0.022478,0.058497,0.058497
3.601,0.022481,0.058514,0.058514
3.602,0.022483,0.058530,0.058530
3.603,0.022485,0.058547,0.058547
3.604,0.022487,0.058563,0.058563
3.605,0.022489,0.058580,0.058580
3.606,0.022491,0.058596,0.058596
3.607,0.022493,0.058613,0.058613
3.608,0.022496,0.058630,0.058630
3.609,0.022498,0.058646,0.058646
3.610,0.022500,0.058663,0.058663
3.611,0.022502,0.058679,0.058679
3.612,0.022504,0.058696,0.058696
3.613,0.022506,0.058712,0.058712
3.614,0.022508,0.058729,0.058729
3.615,0.022511,0.058746,0.058746
3.616,0.022513,0.058762,0.058762
3.617,0.022515,0.058779,0.058779
3.618,0.022517,0.058795,0.058795
3.619,0.022519,0.058812,0.058812
3.620,0.022521,0.058828,0.058828
3.621,0.022523,0.058845,0.058845
3.622,0.022525,0.058862,0.058862
3.623,0.022528,0.058878,0.058878
3.624,0.022530,0.058895,0.058895
3.625,0.022532,0.058911,0.058911
3.626,0.022534,0.058928,0.058928
3.627,0.022536,0.058945,0.058945
3.628,0.022538,0.058961,0.058961
3.629,0.022540,0.058978,0.058978
3.630,0.022543,0.058994,0.058994
3.631,0.022545,0.059011,0.059011
3.632,0.022547,0.059027,0.059027
3.633,0.022549,0.059044,0.059044
3.634,0.022551,0.059061,0.059061
3.635,0.022553,0.059077,0.059077
3.636,0.022555,0.059094,0.059094
3.637,0.022558,0.059110,0.059110
3.638,0.022560,0.059127,0.059127
3.639,0.022562,0.059143,0.059143
3.640,0.022564,0.059160,0.059160
3.641,0.022566,0.059177,0.059177
3.642,0.022568,0.059193,0.059193
3.643,0.022570,0.059210,0.059210
3.644,0.022573,0.059226,0.059226
3.645,0.022575,0.059243,0.059243
3.646,0.022577,0.059259,0.059259
3.647,0.022579,0.059276,0.059276
3.648,0.022581,0.059293,0.059293
3.649,0.022583,0.059309,0.059309
3.650,0.022585,0.059326,0.059326
3.651,0.022588,0.059342,0.059342
3.652,0.022590,0.059359,0.059359
3.653,0.022592,0.059375,0.059375
3.654,0.022594,0.059392,0.059392
3.655,0.022596,0.059409,0.059409
3.656,0.022598,0.059425,0.059425
3.657,0.022600,0.059442,0.059442
3.658,0.022603,0.059458,0.059458
3.659,0.022605,0.059475,0.059475
3.660,0.022607,0.059492,0.059492
3.661,0.022609,0.059508,0.059508
3.662,0.022611,0.059525,0.059525
3.663,0.022613,0.059541,0.059541
3.664,0.022615,0.059558,0.059558
3.665,0.022618,0.059574,0.059574
3.666,0.022620,0.059591,0.059591
3.667,0.022622,0.059608,0.059608
3.668,0.022624,0.059624,0.059624
3.669,0.022626,0.059641,0.059641
3.670,0.022628,0.059657,0.059657
3.671,0.022630,0.059674,0.059674
3.672,0.022632,0.059690,0.059690
3.673,0.022635,0.059707,0.059707
3.674,0.022637,0.059724,0.059724
3.675,0.022639,0.059740,0.059740
3.676,0.022641,0.059757,0.059757
3.677,0.022643,0.059773,0.059773
3.678,0.022645,0.059790,0.059790
3.679,0.022647,0.059806,0.059806
3.680,0.022650,0.059823,0.059823
3.681,0.022652,0.059840,0.059840
3.682,0.022654,0.059856,0.059856
3.683,0.022656,0.059873,0.059873
3.684,0.022658,0.059889,0.059889
3.685,0.022660,0.059906,0.059906
3.686,0.022662,0.059923,0.059923
3.687,0.022665,0.059939,0.059939
3.688,0.022667,0.059956,0.059956
3.689,0.022669,0.059972,0.059972
3.690,0.022671,0.059989,0.059989
3.691,0.022673,0.060005,0.060005
3.692,0.022675,0.060022,0.060022
3.693,0.022677,0.060039,0.060039
3.694,0.022680,0.060055,0.060055
3.695,0.022682,0.060072,0.060072
3.696,0.022684,0.060088,0.060088
3.697,0.022686,0.060105,0.060105
3.698,0.022688,0.060121,0.060121
3.699,0.022690,0.060138,0.060138
3.700,0.022692,0.060155,0.060155
3.701,0.022695,0.060171,0.060171
3.702,0.022697,0.060188,0.060188
3.703,0.022699,0.060204,0.060204
3.704,0.022701,0.060221,0.060221
3.705,0.022703,0.060237,0.060237
3.706,0.022705,0.060254,0.060254
3.707,0.022707,0.060271,0.060271
3.708,0.022710,0.060287,0.060287
3.709,0.022712,0.060304,0.060304
3.710,0.022714,0.060320,0.060320
3.711,0.022716,0.060337,0.060337
3.712,0.022718,0.060353,0.060353
3.713,0.022720,0.060370,0.060370
3.714,0.022722,0.060387,0.060387
3.715,0.022724,0.060403,0.060403
3.716,0.022727,0.060420,0.060420
3.717,0.022729,0.060436,0.060436
3.718,0.022731,0.060453,0.060453
3.719,0.022733,0.060470,0.060470
3.720,0.022735,0.060486,0.060486
3.721,0.022737,0.060503,0.060503
3.722,0.022739,0.060519,0.060519
3.723,0.022742,0.060536,0.060536
3.724,0.022744,0.060552,0.060552
3.725,0.022746,0.060569,0.060569
3.726,0.022748,0.060586,0.060586
3.727,0.022750,0.060602,0.060602
3.728,0.022752,0.060619,0.060619
3.729,0.022754,0.060635,0.060635
3.729,0.022757,0.060652,0.060652
3.730,0.022759,0.060668,0.060668
3.731,0.022761,0.060685,0.060685
3.732,0.022763,0.060702,0.060702
3.733,0.022765,0.060718,0.060718
3.734,0.022767,0.060735,0.060735
3.735,0.022769,0.060751,0.060751
3.736,0.022772,0.060768,0.060768
3.737,0.022774,0.060784,0.060784
3.738,0.022776,0.060801,0.060801
3.739,0.022778,0.060818,0.060818
3.740,0.022780,0.060834,0.060834
3.741,0.022782,0.060851,0.060851
3.742,0.022784,0.060867,0.060867
3.743,0.022787,0.060884,0.060884
3.744,0.022789,0.060901,0.060901
3.745,0.022791,0.060917,0.060917
3.746,0.022793,0.060934,0.060934
3.747,0.022795,0.060950,0.060950
3.748,0.022797,0.060967,0.060967
3.749,0.022799,0.060983,0.060983
3.750,0.022802,0.061000,0.061000
3.751,0.022804,0.061017,0.061017
3.752,0.022806,0.061033,0.061033
3.753,0.022808,0.061050,0.061050
3.754,0.022810,0.061066,0.061066
3.755,0.022812,0.061083,0.061083
3.756,0.022814,0.061099,0.061099
3.757,0.022816,0.061116,0.061116
3.758,0.022819,0.061133,0.061133
3.759,0.022821,0.061149,0.061149
3.760,0.022823,0.061166,0.061166
3.761,0.022825,0.061182,0.061182
3.762,0.022827,0.061199,0.061199
3.763,0.022829,0.061215,0.061215
3.764,0.022831,0.061232,0.061232
3.765,0.022834,0.061249,0.061249
3.766,0.022836,0.061265,0.061265
3.767,0.022838,0.061282,0.061282
3.768,0.022840,0.061298,0.061298
3.769,0.022842,0.061315,0.061315
3.770,0.022844,0.061332,0.061332
3.771,0.022846,0.061348,0.061348
3.772,0.022849,0.061365,0.061365
3.773,0.022851,0.061381,0.061381
3.774,0.022853,0.061398,0.061398
3.775,0.022855,0.061414,0.061414
3.776,0.022857,0.061431,0.061431
3.777,0.022859,0.061448,0.061448
3.778,0.022861,0.061464,0.061464
3.779,0.022864,0.061481,0.061481
3.780,0.022866,0.061497,0.061497
3.781,0.022868,0.061514,0.061514
3.782,0.022870,0.061530,0.061530
3.783,0.022872,0.061547,0.061547
3.784,0.022874,0.061564,0.061564
3.785,0.022876,0.061580,0.061580
3.786,0.022879,0.061597,0.061597
3.787,0.022881,0.061613,0.061613
3.788,0.022883,0.061630,0.061630
3.789,0.022885,0.061646,0.061646
3.790,0.022887,0.061663,0.061663
3.791,0.022889,0.061680,0.061680
3.792,0.022891,0.061696,0.061696
3.793,0.022894,0.061713,0.061713
3.794,0.022896,0.061729,0.061729
3.795,0.022898,0.061746,0.061746
3.796,0.022900,0.061762,0.061762
3.797,0.022902,0.061779,0.061779
3.798,0.022904,0.061796,0.061796
3.799,0.022906,0.061812,0.061812
3.800,0.022908,0.061829,0.061829
3.801,0.022911,0.061845,0.061845
3.802,0.022913,0.061862,0.061862
3.803,0.022915,0.061879,0.061879
3.804,0.022917,0.061895,0.061895
3.805,0.022919,0.061912,0.061912
3.806,0.022921,0.061928,0.061928
3.807,0.022923,0.061945,0.061945
3.808,0.022926,0.061961,0.061961
3.809,0.022928,0.061978,0.061978
3.810,0.022930,0.061995,0.061995
3.811,0.022932,0.062011,0.062011
3.812,0.022934,0.062028,0.062028
3.813,0.022936,0.062044,0.062044
3.814,0.022938,0.062061,0.062061
3.815,0.022941,0.062077,0.062077
3.816,0.022943,0.062094,0.062094
3.817,0.022945,0.062111,0.062111
3.818,0.022947,0.062127,0.062127
3.819,0.022949,0.062144,0.062144
3.820,0.022951,0.062160,0.062160
3.821,0.022953,0.062177,0.062177
3.822,0.022956,0.062193,0.062193
3.823,0.022958,0.062210,0.062210
3.824,0.022960,0.062227,0.062227
3.825,0.022962,0.062243,0.062243
3.826,0.022964,0.062260,0.062260
3.827,0.022966,0.062276,0.062276
3.828,0.022968,0.062293,0.062293
3.829,0.022971,0.062310,0.062310
3.830,0.022973,0.062326,0.062326
3.831,0.022975,0.062343,0.062343
3.832,0.022977,0.062359,0.062359
3.833,0.022979,0.062376,0.062376
3.834,0.022981,0.062392,0.062392
3.835,0.022983,0.062409,0.062409
3.836,0.022986,0.062426,0.062426
3.837,0.022988,0.062442,0.062442
3.838,0.022990,0.062459,0.062459
3.839,0.022992,0.062475,0.062475
3.840,0.022994,0.062492,0.062492
3.841,0.022996,0.062508,0.062508
3.842,0.022998,0.062525,0.062525
3.843,0.023001,0.062542,0.062542
3.844,0.023003,0.062558,0.062558
3.845,0.023005,0.062575,0.062575
3.846,0.023007,0.062591,0.062591
3.847,0.023009,0.062608,0.062608
3.848,0.023011,0.062624,0.062624
3.849,0.023013,0.062641,0.062641
3.850,0.023015,0.062658,0.062658
3.851,0.023018,0.062674,0.062674
3.852,0.023020,0.062691,0.062691
3.853,0.023022,0.062707,0.062707
3.854,0.023024,0.062724,0.062724
3.855,0.023026,0.062740,0.062740
3.856,0.023028,0.062757,0.062757
3.857,0.023030,0.062774,0.062774
3.858,0.023033,0.062790,0.062790
3.859,0.023035,0.062807,0.062807
3.860,0.023037,0.062823,0.062823
3.861,0.023039,0.062840,0.062840
3.862,0.023041,0.062857,0.062857
3.863,0.023043,0.062873,0.062873
3.864,0.023045,0.062890,0.062890
3.865,0.023048,0.062906,0.062906
3.866,0.023050,0.062923,0.062923
3.867,0.023052,0.062939,0.062939
3.868,0.023054,0.062956,0.062956
3.869,0.023056,0.062973,0.062973
3.870,0.023058,0.062989,0.062989
3.871,0.023060,0.063006,0.063006
3.872,0.023063,0.063022,0.063022
3.873,0.023065,0.063039,0.063039
3.874,0.023067,0.063055,0.063055
3.875,0.023069,0.063072,0.063072
3.876,0.023071,0.063089,0.063089
3.877,0.023073,0.063105,0.063105
3.878,0.023075,0.063122,0.063122
3.879,0.023078,0.063138,0.063138
3.880,0.023080,0.063155,0.063155
3.881,0.023082,0.063171,0.063171
3.882,0.023084,0.063188,0.063188
3.883,0.023086,0.063205,0.063205
3.884,0.023088,0.063221,0.063221
3.885,0.023090,0.063238,0.063238
3.886,0.023093,0.063254,0.063254
3.887,0.023095,0.063271,0.063271
3.888,0.023097,0.063288,0.063288
3.889,0.023099,0.063304,0.063304
3.890,0.023101,0.063321,0.063321
3.891,0.023103,0.063337,0.063337
3.892,0.023105,0.063354,0.063354
3.893,0.023107,0.063370,0.063370
3.894,0.023110,0.063387,0.063387
3.895,0.023112,0.063404,0.063404
3.896,0.023114,0.063420,0.063420
3.897,0.023116,0.063437,0.063437
3.898,0.023118,0.063453,0.063453
3.899,0.023120,0.063470,0.063470
3.900,0.023122,0.063486,0.063486
3.901,0.023125,0.063503,0.063503
3.902,0.023127,0.063520,0.063520
3.903,0.023129,0.063536,0.063536
3.904,0.023131,0.063553,0.063553
3.905,0.023133,0.063569,0.063569
3.906,0.023135,0.063586,0.063586
3.907,0.023137,0.063602,0.063602
3.908,0.023140,0.063619,0.063619
3.909,0.023142,0.063636,0.063636
3.910,0.023144,0.063652,0.063652
3.911,0.023146,0.063669,0.063669
3.912,0.023148,0.063685,0.063685
3.913,0.023150,0.063702,0.063702
3.914,0.023152,0.063718,0.063718
3.915,0.023155,0.063735,0.063735
3.916,0.023157,0.063752,0.063752
3.917,0.023159,0.063768,0.063768
3.918,0.023161,0.063785,0.063785
3.919,0.023163,0.063801,0.063801
3.920,0.023165,0.063818,0.063818
3.921,0.023167,0.063835,0.063835
3.921,0.023170,0.063851,0.063851
3.922,0.023172,0.063868,0.063868
3.923,0.023174,0.063884,0.063884
3.924,0.023176,0.063901,0.063901
3.925,0.023178,0.063917,0.063917
3.926,0.023180,0.063934,0.063934
3.927,0.023182,0.063951,0.063951
3.928,0.023185,0.063967,0.063967
3.929,0.023187,0.063984,0.063984
3.930,0.023189,0.064000,0.064000
3.931,0.023191,0.064017,0.064017
3.932,0.023193,0.064033,0.064033
3.933,0.023195,0.064050,0.064050
3.934,0.023197,0.064067,0.064067
3.935,0.023199,0.064083,0.064083
3.936,0.023202,0.064100,0.064100
3.937,0.023204,0.064116,0.064116
3.938,0.023206,0.064133,0.064133
3.939,0.023208,0.064149,0.064149
3.940,0.023210,0.064166,0.064166
3.941,0.023212,0.064183,0.064183
3.942,0.023214,0.064199,0.064199
3.943,0.023217,0.064216,0.064216
3.944,0.023219,0.064232,0.064232
3.945,0.023221,0.064249,0.064249
3.946,0.023223,0.064266,0.064266
3.947,0.023225,0.064282,0.064282
3.948,0.023227,0.064299,0.064299
3.949,0.023229,0.064315,0.064315
3.950,0.023232,0.064332,0.064332
3.951,0.023234,0.064348,0.064348
3.952,0.023236,0.064365,0.064365
3.953,0.023238,0.064382,0.064382
3.954,0.023240,0.064398,0.064398
3.955,0.023242,0.064415,0.064415
3.956,0.023244,0.064431,0.064431
3.957,0.023247,0.064448,0.064448
3.958,0.023249,0.064464,0.064464
3.959,0.023251,0.064481,0.064481
3.960,0.023253,0.064498,0.064498
3.961,0.023255,0.064514,0.064514
3.962,0.023257,0.064531,0.064531
3.963,0.023259,0.064547,0.064547
3.964,0.023262,0.064564,0.064564
3.965,0.023264,0.064580,0.064580
3.966,0.023266,0.064597,0.064597
3.967,0.023268,0.064614,0.064614
3.968,0.023270,0.064630,0.064630
3.969,0.023272,0.064647,0.064647
3.970,0.023274,0.064663,0.064663
3.971,0.023277,0.064680,0.064680
3.972,0.023279,0.064697,0.064697
3.973,0.023281,0.064713,0.064713
3.974,0.023283,0.064730,0.064730
3.975,0.023285,0.064746,0.064746
3.976,0.023287,0.064763,0.064763
3.977,0.023289,0.064779,0.064779
3.978,0.023292,0.064796,0.064796
3.979,0.023294,0.064813,0.064813
3.980,0.023296,0.064829,0.064829
3.981,0.023298,0.064846,0.064846
3.982,0.023300,0.064862,0.064862
3.983,0.023302,0.064879,0.064879
3.984,0.023304,0.064895,0.064895
3.985,0.023306,0.064912,0.064912
3.986,0.023309,0.064929,0.064929
3.987,0.023311,0.064945,0.064945
3.988,0.023313,0.064962,0.064962
3.989,0.023315,0.064978,0.064978
3.990,0.023317,0.064995,0.064995
3.991,0.023319,0.065011,0.065011
3.992,0.023321,0.065028,0.065028
3.993,0.023324,0.065045,0.065045
3.994,0.023326,0.065061,0.065061
3.995,0.023328,0.065078,0.065078
3.996,0.023330,0.065094,0.065094
3.997,0.023332,0.065111,0.065111
3.998,0.023334,0.065127,0.065127
3.999,0.023336,0.065144,0.065144
