Time (s),Load (lbf),Machine Extension (in),Extension (in)
56.78,0.57838,0.94502,0.94502
56.78,0.57821,0.94504,0.94504
56.78,0.57805,0.94506,0.94506
56.78,0.57788,0.94507,0.94507
56.78,0.57771,0.94509,0.94509
56.79,0.57754,0.94511,0.94511
56.79,0.57738,0.94512,0.94512
56.79,0.57721,0.94514,0.94514
56.79,0.57704,0.94516,0.94516
56.79,0.57687,0.94517,0.94517
56.79,0.57670,0.94519,0.94519
56.79,0.57654,0.94521,0.94521
56.79,0.57637,0.94522,0.94522
56.79,0.57620,0.94524,0.94524
56.79,0.57603,0.94525,0.94525
56.80,0.57587,0.94527,0.94527
56.80,0.57570,0.94529,0.94529
56.80,0.57553,0.94530,0.94530
56.80,0.57536,0.94532,0.94532
56.80,0.57519,0.94534,0.94534
56.80,0.57503,0.94535,0.94535
56.80,0.57486,0.94537,0.94537
56.80,0.57469,0.94539,0.94539
56.80,0.57452,0.94540,0.94540
56.80,0.57436,0.94542,0.94542
56.80,0.57419,0.94544,0.94544
56.81,0.57402,0.94545,0.94545
56.81,0.57385,0.94547,0.94547
56.81,0.57368,0.94549,0.94549
56.81,0.57352,0.94550,0.94550
56.81,0.57335,0.94552,0.94552
56.81,0.57318,0.94554,0.94554
56.81,0.57301,0.94555,0.94555
56.81,0.57285,0.94557,0.94557
56.81,0.57268,0.94559,0.94559
56.81,0.57251,0.94560,0.94560
56.82,0.57234,0.94562,0.94562
56.82,0.57218,0.94564,0.94564
56.82,0.57201,0.94565,0.94565
56.82,0.57184,0.94567,0.94567
56.82,0.57167,0.94569,0.94569
56.82,0.57150,0.94570,0.94570
56.82,0.57134,0.94572,0.94572
56.82,0.57117,0.94574,0.94574
56.82,0.57100,0.94575,0.94575
56.82,0.57083,0.94577,0.94577
56.83,0.57067,0.94579,0.94579
56.83,0.57050,0.94580,0.94580
56.83,0.57033,0.94582,0.94582
56.83,0.57016,0.94584,0.94584
56.83,0.56999,0.94585,0.94585
56.83,0.56983,0.94587,0.94587
56.83,0.56966,0.94589,0.94589
56.83,0.56949,0.94590,0.94590
56.83,0.56932,0.94592,0.94592
56.83,0.56916,0.94593,0.94593
56.84,0.56899,0.94595,0.94595
56.84,0.56882,0.94597,0.94597
56.84,0.56865,0.94598,0.94598
56.84,0.56848,0.94600,0.94600
56.84,0.56832,0.94602,0.94602
56.84,0.56815,0.94603,0.94603
56.84,0.56798,0.94605,0.94605
56.84,0.56781,0.94607,0.94607
56.84,0.56765,0.94608,0.94608
56.84,0.56748,0.94610,0.94610
56.85,0.56731,0.94612,0.94612
56.85,0.56714,0.94613,0.94613
56.85,0.56697,0.94615,0.94615
56.85,0.56681,0.94617,0.94617
56.85,0.56664,0.94618,0.94618
56.85,0.56647,0.94620,0.94620
56.85,0.56630,0.94622,0.94622
56.85,0.56614,0.94623,0.94623
56.85,0.56597,0.94625,0.94625
56.85,0.56580,0.94627,0.94627
56.86,0.56563,0.94628,0.94628
56.86,0.56546,0.94630,0.94630
56.86,0.56530,0.94632,0.94632
56.86,0.56513,0.94633,0.94633
56.86,0.56496,0.94635,0.94635
56.86,0.56479,0.94637,0.94637
56.86,0.56463,0.94638,0.94638
56.86,0.56446,0.94640,0.94640
56.86,0.56422,0.94642,0.94642
56.86,0.56388,0.94643,0.94643
56.87,0.56354,0.94645,0.94645
56.87,0.56320,0.94647,0.94647
56.87,0.56286,0.94648,0.94648
56.87,0.56252,0.94650,0.94650
56.87,0.56217,0.94652,0.94652
56.87,0.56183,0.94653,0.94653
56.87,0.56149,0.94655,0.94655
56.87,0.56115,0.94657,0.94657
56.87,0.56081,0.94658,0.94658
56.87,0.56047,0.94660,0.94660
56.88,0.56013,0.94662,0.94662
56.88,0.55979,0.94663,0.94663
56.88,0.55945,0.94665,0.94665
56.88,0.55911,0.94666,0.94666
56.88,0.55877,0.94668,0.94668
56.88,0.55842,0.94670,0.94670
56.88,0.55808,0.94671,0.94671
56.88,0.55774,0.94673,0.94673
56.88,0.55740,0.94675,0.94675
56.88,0.55706,0.94676,0.94676
56.89,0.55672,0.94678,0.94678
56.89,0.55638,0.94680,0.94680
56.89,0.55604,0.94681,0.94681
56.89,0.55570,0.94683,0.94683
56.89,0.55536,0.94685,0.94685
56.89,0.55501,0.94686,0.94686
56.89,0.55467,0.94688,0.94688
56.89,0.55433,0.94690,0.94690
56.89,0.55399,0.94691,0.94691
56.89,0.55365,0.94693,0.94693
56.90,0.55331,0.94695,0.94695
56.90,0.55297,0.94696,0.94696
56.90,0.55263,0.94698,0.94698
56.90,0.55229,0.94700,0.94700
56.90,0.55195,0.94701,0.94701
56.90,0.55161,0.94703,0.94703
56.90,0.55126,0.94705,0.94705
56.90,0.55092,0.94706,0.94706
56.90,0.55058,0.94708,0.94708
56.90,0.55024,0.94710,0.94710
56.91,0.54990,0.94711,0.94711
56.91,0.54956,0.94713,0.94713
56.91,0.54922,0.94715,0.94715
56.91,0.54888,0.94716,0.94716
56.91,0.54854,0.94718,0.94718
56.91,0.54820,0.94720,0.94720
56.91,0.54785,0.94721,0.94721
56.91,0.54751,0.94723,0.94723
56.91,0.54717,0.94725,0.94725
56.91,0.54683,0.94726,0.94726
56.92,0.54649,0.94728,0.94728
56.92,0.54615,0.94730,0.94730
56.92,0.54581,0.94731,0.94731
56.92,0.54547,0.94733,0.94733
56.92,0.54513,0.94734,0.94734
56.92,0.54479,0.94736,0.94736
56.92,0.54445,0.94738,0.94738
56.92,0.54410,0.94739,0.94739
56.92,0.54376,0.94741,0.94741
56.92,0.54342,0.94743,0.94743
56.93,0.54308,0.94744,0.94744
56.93,0.54274,0.94746,0.94746
56.93,0.54240,0.94748,0.94748
56.93,0.54206,0.94749,0.94749
56.93,0.54172,0.94751,0.94751
56.93,0.54138,0.94753,0.94753
56.93,0.54104,0.94754,0.94754
56.93,0.54070,0.94756,0.94756
56.93,0.54035,0.94758,0.94758
56.93,0.54001,0.94759,0.94759
56.94,0.53967,0.94761,0.94761
56.94,0.53933,0.94763,0.94763
56.94,0.53899,0.94764,0.94764
56.94,0.53865,0.94766,0.94766
56.94,0.53831,0.94768,0.94768
56.94,0.53797,0.94769,0.94769
56.94,0.53763,0.94771,0.94771
56.94,0.53729,0.94773,0.94773
56.94,0.53694,0.94774,0.94774
56.94,0.53660,0.94776,0.94776
56.95,0.53626,0.94778,0.94778
56.95,0.53592,0.94779,0.94779
56.95,0.53558,0.94781,0.94781
56.95,0.53524,0.94783,0.94783
56.95,0.53490,0.94784,0.94784
56.95,0.53456,0.94786,0.94786
56.95,0.53422,0.94788,0.94788
56.95,0.53388,0.94789,0.94789
56.95,0.53354,0.94791,0.94791
56.95,0.53319,0.94793,0.94793
56.96,0.53285,0.94794,0.94794
56.96,0.53251,0.94796,0.94796
56.96,0.53217,0.94798,0.94798
56.96,0.53183,0.94799,0.94799
56.96,0.53149,0.94801,0.94801
56.96,0.53115,0.94802,0.94802
56.96,0.53081,0.94804,0.94804
56.96,0.53047,0.94806,0.94806
56.96,0.53013,0.94807,0.94807
56.96,0.52978,0.94809,0.94809
56.97,0.52944,0.94811,0.94811
56.97,0.52910,0.94812,0.94812
56.97,0.52876,0.94814,0.94814
56.97,0.52842,0.94816,0.94816
56.97,0.52808,0.94817,0.94817
56.97,0.52774,0.94819,0.94819
56.97,0.52740,0.94821,0.94821
56.97,0.52684,0.94822,0.94822
56.97,0.52601,0.94824,0.94824
56.97,0.52518,0.94826,0.94826
56.98,0.52435,0.94827,0.94827
56.98,0.52352,0.94829,0.94829
56.98,0.52269,0.94831,0.94831
56.98,0.52185,0.94832,0.94832
56.98,0.52102,0.94834,0.94834
56.98,0.52019,0.94836,0.94836
56.98,0.51936,0.94837,0.94837
56.98,0.51853,0.94839,0.94839
56.98,0.51770,0.94841,0.94841
56.98,0.51687,0.94842,0.94842
56.99,0.51603,0.94844,0.94844
56.99,0.51520,0.94846,0.94846
56.99,0.51437,0.94847,0.94847
56.99,0.51354,0.94849,0.94849
56.99,0.51271,0.94851,0.94851
56.99,0.51188,0.94852,0.94852
56.99,0.51105,0.94854,0.94854
56.99,0.51021,0.94856,0.94856
56.99,0.50938,0.94857,0.94857
56.99,0.50855,0.94859,0.94859
56.99,0.50772,0.94861,0.94861
57.00,0.49919,0.94862,0.94862
57.00,0.48956,0.94864,0.94864
57.00,0.46833,0.94866,0.94866
57.00,0.44599,0.94867,0.94867
57.00,0.42365,0.94869,0.94869
57.00,0.40131,0.94870,0.94870
57.00,0.39950,0.94872,0.94872
57.00,0.39759,0.94874,0.94874
57.00,0.37825,0.94875,0.94875
57.00,0.35891,0.94877,0.94877
57.01,0.33956,0.94879,0.94879
57.01,0.32111,0.94880,0.94880
57.01,0.31110,0.94882,0.94882
57.01,0.30108,0.94884,0.94884
57.01,0.29107,0.94885,0.94885
57.01,0.27961,0.94887,0.94887
57.01,0.26106,0.94889,0.94889
57.01,0.24250,0.94890,0.94890
57.01,0.22395,0.94892,0.94892
57.01,0.20750,0.94894,0.94894
57.02,0.19764,0.94895,0.94895
57.02,0.18777,0.94897,0.94897
57.02,0.17791,0.94899,0.94899
57.02,0.16510,0.94900,0.94900
57.02,0.14592,0.94902,0.94902
57.02,0.12674,0.94904,0.94904
57.02,0.10756,0.94905,0.94905
57.02,0.092383,0.94907,0.94907
57.02,0.083509,0.94909,0.94909
57.02,0.074635,0.94910,0.94910
57.03,0.065761,0.94912,0.94912
57.03,0.056887,0.94914,0.94914
57.03,0.048013,0.94915,0.94915
57.03,0.046809,0.94917,0.94917
57.03,0.053308,0.94919,0.94919
57.03,0.059807,0.94920,0.94920
57.03,0.066306,0.94922,0.94922
57.03,0.064969,0.94924,0.94924
57.03,0.057777,0.94925,0.94925
57.03,0.050584,0.94927,0.94927
57.04,0.043391,0.94929,0.94929
57.04,0.046004,0.94930,0.94930
57.04,0.053998,0.94932,0.94932
57.04,0.061992,0.94934,0.94934
57.04,0.069986,0.94935,0.94935
57.04,0.066284,0.94937,0.94937
57.04,0.058011,0.94939,0.94939
57.04,0.049737,0.94940,0.94940
57.04,0.041463,0.94942,0.94942
57.04,0.045567,0.94943,0.94943
57.05,0.052915,0.94945,0.94945
57.05,0.060263,0.94947,0.94947
57.05,0.067610,0.94948,0.94948
57.05,0.064352,0.94950,0.94950
57.05,0.059447,0.94952,0.94952
57.05,0.054541,0.94953,0.94953
57.05,0.049636,0.94955,0.94955
57.05,0.058962,0.94957,0.94957
57.05,0.069214,0.94958,0.94958
57.05,0.064626,0.94960,0.94960
57.06,0.059666,0.94962,0.94962
57.06,0.054706,0.94963,0.94963
57.06,0.050186,0.94965,0.94965
57.06,0.054218,0.94967,0.94967
57.06,0.058250,0.94968,0.94968
57.06,0.062282,0.94970,0.94970
57.06,0.065310,0.94972,0.94972
57.06,0.061130,0.94973,0.94973
57.06,0.056949,0.94975,0.94975
57.06,0.052769,0.94977,0.94977
57.07,0.048589,0.94978,0.94978
57.07,0.046301,0.94980,0.94980
57.07,0.050966,0.94982,0.94982
57.07,0.055631,0.94983,0.94983
57.07,0.060296,0.94985,0.94985
57.07,0.062667,0.94987,0.94987
57.07,0.059344,0.94988,0.94988
57.07,0.056021,0.94990,0.94990
57.07,0.052698,0.94992,0.94992
57.07,0.051283,0.94993,0.94993
57.08,0.053253,0.94995,0.94995
57.08,0.055222,0.94997,0.94997
57.08,0.057191,0.94998,0.94998
57.08,0.057858,0.95000,0.95000
57.08,0.056825,0.95002,0.95002
57.08,0.055792,0.95003,0.95003
57.08,0.054758,0.95005,0.95005
57.08,0.054580,0.95007,0.95007
57.08,0.055232,0.95008,0.95008
57.08,0.055883,0.95010,0.95010
57.09,0.056535,0.95011,0.95011
57.09,0.057608,0.95013,0.95013
57.09,0.058985,0.95015,0.95015
57.09,0.060362,0.95016,0.95016
57.09,0.061739,0.95018,0.95018
57.09,0.063116,0.95020,0.95020
57.09,0.064494,0.95021,0.95021
57.09,0.064077,0.95023,0.95023
57.09,0.062856,0.95025,0.95025
57.09,0.061635,0.95026,0.95026
57.10,0.060414,0.95028,0.95028
57.10,0.059194,0.95030,0.95030
57.10,0.057973,0.95031,0.95031
57.10,0.056752,0.95033,0.95033
57.10,0.055531,0.95035,0.95035
57.10,0.054311,0.95036,0.95036
57.10,0.053090,0.95038,0.95038
57.10,0.051869,0.95040,0.95040
57.10,0.050648,0.95041,0.95041
57.10,0.050543,0.95043,0.95043
57.11,0.050548,0.95045,0.95045
57.11,0.050552,0.95046,0.95046
57.11,0.050557,0.95048,0.95048
57.11,0.050561,0.95050,0.95050
57.11,0.050566,0.95051,0.95051
57.11,0.050570,0.95053,0.95053
57.11,0.050575,0.95055,0.95055
57.11,0.050579,0.95056,0.95056
57.11,0.050584,0.95058,0.95058
57.11,0.050588,0.95060,0.95060
57.12,0.050593,0.95061,0.95061
57.12,0.050597,0.95063,0.95063
57.12,0.050602,0.95065,0.95065
57.12,0.050606,0.95066,0.95066
57.12,0.050611,0.95068,0.95068
57.12,0.050615,0.95070,0.95070
57.12,0.050620,0.95071,0.95071
57.12,0.050624,0.95073,0.95073
57.12,0.050629,0.95075,0.95075
57.12,0.050634,0.95076,0.95076
57.13,0.050638,0.95078,0.95078
57.13,0.050643,0.95079,0.95079
57.13,0.050647,0.95081,0.95081
57.13,0.050652,0.95083,0.95083
57.13,0.050656,0.95084,0.95084
57.13,0.050661,0.95086,0.95086
57.13,0.050665,0.95088,0.95088
57.13,0.050670,0.95089,0.95089
57.13,0.050674,0.95091,0.95091
57.13,0.050679,0.95093,0.95093
57.14,0.050683,0.95094,0.95094
57.14,0.050688,0.95096,0.95096
57.14,0.050692,0.95098,0.95098
57.14,0.050697,0.95099,0.95099
57.14,0.050701,0.95101,0.95101
57.14,0.050706,0.95103,0.95103
57.14,0.050710,0.95104,0.95104
57.14,0.050715,0.95106,0.95106
57.14,0.050719,0.95108,0.95108
57.14,0.050724,0.95109,0.95109
57.15,0.050729,0.95111,0.95111
57.15,0.050733,0.95113,0.95113
57.15,0.050738,0.95114,0.95114
57.15,0.050742,0.95116,0.95116
57.15,0.050747,0.95118,0.95118
57.15,0.050751,0.95119,0.95119
57.15,0.050756,0.95121,0.95121
57.15,0.050760,0.95123,0.95123
57.15,0.050765,0.95124,0.95124
57.15,0.050769,0.95126,0.95126
57.16,0.050774,0.95128,0.95128
57.16,0.050778,0.95129,0.95129
57.16,0.050783,0.95131,0.95131
57.16,0.050787,0.95133,0.95133
57.16,0.050792,0.95134,0.95134
57.16,0.050796,0.95136,0.95136
57.16,0.050801,0.95138,0.95138
57.16,0.050805,0.95139,0.95139
57.16,0.050810,0.95141,0.95141
57.16,0.050814,0.95143,0.95143
57.17,0.050819,0.95144,0.95144
57.17,0.050823,0.95146,0.95146
57.17,0.050828,0.95147,0.95147
57.17,0.050833,0.95149,0.95149
57.17,0.050837,0.95151,0.95151
57.17,0.050842,0.95152,0.95152
57.17,0.050846,0.95154,0.95154
57.17,0.050851,0.95156,0.95156
57.17,0.050855,0.95157,0.95157
57.17,0.050860,0.95159,0.95159
57.18,0.050864,0.95161,0.95161
57.18,0.050869,0.95162,0.95162
57.18,0.050873,0.95164,0.95164
57.18,0.050878,0.95166,0.95166
57.18,0.050882,0.95167,0.95167
57.18,0.050887,0.95169,0.95169
57.18,0.050891,0.95171,0.95171
57.18,0.050896,0.95172,0.95172
57.18,0.050900,0.95174,0.95174
57.18,0.050905,0.95176,0.95176
57.19,0.050909,0.95177,0.95177
57.19,0.050914,0.95179,0.95179
57.19,0.050918,0.95181,0.95181
57.19,0.050923,0.95182,0.95182
57.19,0.050928,0.95184,0.95184
57.19,0.050932,0.95186,0.95186
57.19,0.050937,0.95187,0.95187
57.19,0.050941,0.95189,0.95189
57.19,0.050946,0.95191,0.95191
57.19,0.050950,0.95192,0.95192
57.19,0.050955,0.95194,0.95194
57.20,0.050959,0.95196,0.95196
57.20,0.050964,0.95197,0.95197
57.20,0.050968,0.95199,0.95199
57.20,0.050973,0.95201,0.95201
57.20,0.050977,0.95202,0.95202
57.20,0.050982,0.95204,0.95204
57.20,0.050986,0.95206,0.95206
57.20,0.050991,0.95207,0.95207
57.20,0.050995,0.95209,0.95209
57.20,0.051000,0.95211,0.95211
57.21,0.051004,0.95212,0.95212
57.21,0.051009,0.95214,0.95214
57.21,0.051013,0.95215,0.95215
57.21,0.051018,0.95217,0.95217
57.21,0.051022,0.95219,0.95219
57.21,0.051027,0.95220,0.95220
57.21,0.051032,0.95222,0.95222
57.21,0.051036,0.95224,0.95224
57.21,0.051041,0.95225,0.95225
57.21,0.051045,0.95227,0.95227
57.22,0.051050,0.95229,0.95229
57.22,0.051054,0.95230,0.95230
57.22,0.051059,0.95232,0.95232
57.22,0.051063,0.95234,0.95234
57.22,0.051068,0.95235,0.95235
57.22,0.051072,0.95237,0.95237
57.22,0.051077,0.95239,0.95239
57.22,0.051081,0.95240,0.95240
57.22,0.051086,0.95242,0.95242
57.22,0.051090,0.95244,0.95244
57.23,0.051095,0.95245,0.95245
57.23,0.051099,0.95247,0.95247
57.23,0.051104,0.95249,0.95249
57.23,0.051108,0.95250,0.95250
57.23,0.051113,0.95252,0.95252
57.23,0.051117,0.95254,0.95254
57.23,0.051122,0.95255,0.95255
57.23,0.051127,0.95257,0.95257
57.23,0.051131,0.95259,0.95259
57.23,0.051136,0.95260,0.95260
57.24,0.051140,0.95262,0.95262
57.24,0.051145,0.95264,0.95264
57.24,0.051149,0.95265,0.95265
57.24,0.051154,0.95267,0.95267
57.24,0.051158,0.95269,0.95269
57.24,0.051163,0.95270,0.95270
57.24,0.051167,0.95272,0.95272
57.24,0.051172,0.95274,0.95274
57.24,0.051176,0.95275,0.95275
57.24,0.051181,0.95277,0.95277
57.25,0.051185,0.95279,0.95279
57.25,0.051190,0.95280,0.95280
57.25,0.051194,0.95282,0.95282
57.25,0.051199,0.95284,0.95284
57.25,0.051203,0.95285,0.95285
57.25,0.051208,0.95287,0.95287
57.25,0.051212,0.95288,0.95288
57.25,0.051217,0.95290,0.95290
57.25,0.051221,0.95292,0.95292
57.25,0.051226,0.95293,0.95293
57.26,0.051231,0.95295,0.95295
57.26,0.051235,0.95297,0.95297
57.26,0.051240,0.95298,0.95298
57.26,0.051244,0.95300,0.95300
57.26,0.051249,0.95302,0.95302
57.26,0.051253,0.95303,0.95303
57.26,0.051258,0.95305,0.95305
57.26,0.051262,0.95307,0.95307
57.26,0.051267,0.95308,0.95308
57.26,0.051271,0.95310,0.95310
57.27,0.051276,0.95312,0.95312
57.27,0.051280,0.95313,0.95313
57.27,0.051285,0.95315,0.95315
57.27,0.051289,0.95317,0.95317
57.27,0.051294,0.95318,0.95318
57.27,0.051298,0.95320,0.95320
57.27,0.051303,0.95322,0.95322
57.27,0.051307,0.95323,0.95323
57.27,0.051312,0.95325,0.95325
57.27,0.051316,0.95327,0.95327
57.28,0.051321,0.95328,0.95328
57.28,0.051326,0.95330,0.95330
57.28,0.051330,0.95332,0.95332
57.28,0.051335,0.95333,0.95333
57.28,0.051339,0.95335,0.95335
57.28,0.051344,0.95337,0.95337
57.28,0.051348,0.95338,0.95338
57.28,0.051353,0.95340,0.95340
57.28,0.051357,0.95342,0.95342
57.28,0.051362,0.95343,0.95343
57.29,0.051366,0.95345,0.95345
57.29,0.051371,0.95347,0.95347
57.29,0.051375,0.95348,0.95348
57.29,0.051380,0.95350,0.95350
57.29,0.051384,0.95352,0.95352
57.29,0.051389,0.95353,0.95353
57.29,0.051393,0.95355,0.95355
57.29,0.051398,0.95356,0.95356
57.29,0.051402,0.95358,0.95358
57.29,0.051407,0.95360,0.95360
57.30,0.051411,0.95361,0.95361
57.30,0.051416,0.95363,0.95363
57.30,0.051421,0.95365,0.95365
57.30,0.051425,0.95366,0.95366
57.30,0.051430,0.95368,0.95368
57.30,0.051434,0.95370,0.95370
57.30,0.051439,0.95371,0.95371
57.30,0.051443,0.95373,0.95373
57.30,0.051448,0.95375,0.95375
57.30,0.051452,0.95376,0.95376
57.31,0.051457,0.95378,0.95378
57.31,0.051461,0.95380,0.95380
57.31,0.051466,0.95381,0.95381
57.31,0.051470,0.95383,0.95383
57.31,0.051475,0.95385,0.95385
57.31,0.051479,0.95386,0.95386
57.31,0.051484,0.95388,0.95388
57.31,0.051488,0.95390,0.95390
57.31,0.051493,0.95391,0.95391
57.31,0.051497,0.95393,0.95393
57.32,0.051502,0.95395,0.95395
57.32,0.051506,0.95396,0.95396
57.32,0.051511,0.95398,0.95398
57.32,0.051515,0.95400,0.95400
57.32,0.051520,0.95401,0.95401
57.32,0.051525,0.95403,0.95403
57.32,0.051529,0.95405,0.95405
57.32,0.051534,0.95406,0.95406
57.32,0.051538,0.95408,0.95408
57.32,0.051543,0.95410,0.95410
57.33,0.051547,0.95411,0.95411
57.33,0.051552,0.95413,0.95413
57.33,0.051556,0.95415,0.95415
57.33,0.051561,0.95416,0.95416
57.33,0.051565,0.95418,0.95418
57.33,0.051570,0.95420,0.95420
57.33,0.051574,0.95421,0.95421
57.33,0.051579,0.95423,0.95423
57.33,0.051583,0.95424,0.95424
57.33,0.051588,0.95426,0.95426
57.34,0.051592,0.95428,0.95428
57.34,0.051597,0.95429,0.95429
57.34,0.051601,0.95431,0.95431
57.34,0.051606,0.95433,0.95433
57.34,0.051610,0.95434,0.95434
57.34,0.051615,0.95436,0.95436
57.34,0.051620,0.95438,0.95438
57.34,0.051624,0.95439,0.95439
57.34,0.051629,0.95441,0.95441
57.34,0.051633,0.95443,0.95443
57.35,0.051638,0.95444,0.95444
57.35,0.051642,0.95446,0.95446
57.35,0.051647,0.95448,0.95448
57.35,0.051651,0.95449,0.95449
57.35,0.051656,0.95451,0.95451
57.35,0.051660,0.95453,0.95453
57.35,0.051665,0.95454,0.95454
57.35,0.051669,0.95456,0.95456
57.35,0.051674,0.95458,0.95458
57.35,0.051678,0.95459,0.95459
57.36,0.051683,0.95461,0.95461
57.36,0.051687,0.95463,0.95463
57.36,0.051692,0.95464,0.95464
57.36,0.051696,0.95466,0.95466
57.36,0.051701,0.95468,0.95468
57.36,0.051705,0.95469,0.95469
57.36,0.051710,0.95471,0.95471
57.36,0.051714,0.95473,0.95473
57.36,0.051719,0.95474,0.95474
57.36,0.051724,0.95476,0.95476
57.37,0.051728,0.95478,0.95478
57.37,0.051733,0.95479,0.95479
57.37,0.051737,0.95481,0.95481
57.37,0.051742,0.95483,0.95483
57.37,0.051746,0.95484,0.95484
57.37,0.051751,0.95486,0.95486
57.37,0.051755,0.95488,0.95488
57.37,0.051760,0.95489,0.95489
57.37,0.051764,0.95491,0.95491
57.37,0.051769,0.95492,0.95492
57.38,0.051773,0.95494,0.95494
57.38,0.051778,0.95496,0.95496
57.38,0.051782,0.95497,0.95497
57.38,0.051787,0.95499,0.95499
57.38,0.051791,0.95501,0.95501
57.38,0.051796,0.95502,0.95502
57.38,0.051800,0.95504,0.95504
57.38,0.051805,0.95506,0.95506
57.38,0.051809,0.95507,0.95507
57.38,0.051814,0.95509,0.95509
57.38,0.051819,0.95511,0.95511
57.39,0.051823,0.95512,0.95512
57.39,0.051828,0.95514,0.95514
57.39,0.051832,0.95516,0.95516
57.39,0.051837,0.95517,0.95517
57.39,0.051841,0.95519,0.95519
57.39,0.051846,0.95521,0.95521
57.39,0.051850,0.95522,0.95522
57.39,0.051855,0.95524,0.95524
57.39,0.051859,0.95526,0.95526
57.39,0.051864,0.95527,0.95527
57.40,0.051868,0.95529,0.95529
57.40,0.051873,0.95531,0.95531
57.40,0.051877,0.95532,0.95532
57.40,0.051882,0.95534,0.95534
57.40,0.051886,0.95536,0.95536
57.40,0.051891,0.95537,0.95537
57.40,0.051895,0.95539,0.95539
57.40,0.051900,0.95541,0.95541
57.40,0.051904,0.95542,0.95542
57.40,0.051909,0.95544,0.95544
57.41,0.051913,0.95546,0.95546
57.41,0.051918,0.95547,0.95547
57.41,0.051923,0.95549,0.95549
57.41,0.051927,0.95551,0.95551
57.41,0.051932,0.95552,0.95552
57.41,0.051936,0.95554,0.95554
57.41,0.051941,0.95556,0.95556
57.41,0.051945,0.95557,0.95557
57.41,0.051950,0.95559,0.95559
57.41,0.051954,0.95561,0.95561
57.42,0.051959,0.95562,0.95562
57.42,0.051963,0.95564,0.95564
57.42,0.051968,0.95565,0.95565
57.42,0.051972,0.95567,0.95567
57.42,0.051977,0.95569,0.95569
57.42,0.051981,0.95570,0.95570
57.42,0.051986,0.95572,0.95572
57.42,0.051990,0.95574,0.95574
57.42,0.051995,0.95575,0.95575
57.42,0.051999,0.95577,0.95577
57.43,0.052004,0.95579,0.95579
57.43,0.052008,0.95580,0.95580
57.43,0.052013,0.95582,0.95582
57.43,0.052018,0.95584,0.95584
57.43,0.052022,0.95585,0.95585
57.43,0.052027,0.95587,0.95587
57.43,0.052031,0.95589,0.95589
57.43,0.052036,0.95590,0.95590
57.43,0.052040,0.95592,0.95592
57.43,0.052045,0.95594,0.95594
57.44,0.052049,0.95595,0.95595
57.44,0.052054,0.95597,0.95597
57.44,0.052058,0.95599,0.95599
57.44,0.052063,0.95600,0.95600
57.44,0.052067,0.95602,0.95602
57.44,0.052072,0.95604,0.95604
57.44,0.052076,0.95605,0.95605
57.44,0.052081,0.95607,0.95607
57.44,0.052085,0.95609,0.95609
57.44,0.052090,0.95610,0.95610
57.45,0.052094,0.95612,0.95612
57.45,0.052099,0.95614,0.95614
57.45,0.052103,0.95615,0.95615
57.45,0.052108,0.95617,0.95617
57.45,0.052112,0.95619,0.95619
57.45,0.052117,0.95620,0.95620
57.45,0.052122,0.95622,0.95622
57.45,0.052126,0.95624,0.95624
57.45,0.052131,0.95625,0.95625
57.45,0.052135,0.95627,0.95627
57.46,0.052140,0.95629,0.95629
57.46,0.052144,0.95630,0.95630
57.46,0.052149,0.95632,0.95632
57.46,0.052153,0.95633,0.95633
57.46,0.052158,0.95635,0.95635
57.46,0.052162,0.95637,0.95637
57.46,0.052167,0.95638,0.95638
57.46,0.052171,0.95640,0.95640
57.46,0.052176,0.95642,0.95642
57.46,0.052180,0.95643,0.95643
57.47,0.052185,0.95645,0.95645
57.47,0.052189,0.95647,0.95647
57.47,0.052194,0.95648,0.95648
57.47,0.052198,0.95650,0.95650
57.47,0.052203,0.95652,0.95652
57.47,0.052207,0.95653,0.95653
57.47,0.052212,0.95655,0.95655
57.47,0.052217,0.95657,0.95657
57.47,0.052221,0.95658,0.95658
57.47,0.052226,0.95660,0.95660
57.48,0.052230,0.95662,0.95662
57.48,0.052235,0.95663,0.95663
57.48,0.052239,0.95665,0.95665
57.48,0.052244,0.95667,0.95667
57.48,0.052248,0.95668,0.95668
57.48,0.052253,0.95670,0.95670
57.48,0.052257,0.95672,0.95672
57.48,0.052262,0.95673,0.95673
57.48,0.052266,0.95675,0.95675
57.48,0.052271,0.95677,0.95677
57.49,0.052275,0.95678,0.95678
57.49,0.052280,0.95680,0.95680
57.49,0.052284,0.95682,0.95682
57.49,0.052289,0.95683,0.95683
57.49,0.052293,0.95685,0.95685
57.49,0.052298,0.95687,0.95687
57.49,0.052302,0.95688,0.95688
57.49,0.052307,0.95690,0.95690
57.49,0.052312,0.95692,0.95692
57.49,0.052316,0.95693,0.95693
57.50,0.052321,0.95695,0.95695
57.50,0.052325,0.95697,0.95697
57.50,0.052330,0.95698,0.95698
57.50,0.052334,0.95700,0.95700
57.50,0.052339,0.95701,0.95701
57.50,0.052343,0.95703,0.95703
57.50,0.052348,0.95705,0.95705
57.50,0.052352,0.95706,0.95706
57.50,0.052357,0.95708,0.95708
57.50,0.052361,0.95710,0.95710
57.51,0.052366,0.95711,0.95711
57.51,0.052370,0.95713,0.95713
57.51,0.052375,0.95715,0.95715
57.51,0.052379,0.95716,0.95716
57.51,0.052384,0.95718,0.95718
57.51,0.052388,0.95720,0.95720
